batch	Filename	Name	Area
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	Petasitene	0
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	trans-.alpha.-Bergamotene	0
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	Caryophyllene	104182
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	(1S,5S,6R)-6-Methyl-2-methylene-6-(4-methylpent-3-en-1-yl)bicyclo[3.1.1]heptane	40343
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	.alpha.-Farnesene	878240
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	3,5,9-Undecatrien-2-one, 6,10-dimethyl-	0
temp_expt_quant_CWu_1819_1.txt	A139NAug15_09012018.qgd	trans-Geranylgeraniol	4157
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	2-Hexenal, (E)-	0
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	Butanal, 3-methyl-, oxime	0
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	30237
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	.beta.-Myrcene	8293
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	trans-.beta.-Ocimene	17773
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	.beta.-Ocimene	19664
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	.gamma.-Terpinene	0
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	Benzoic acid, methyl ester	5680
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	Linalool	14778
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	(E)-4,8-Dimethylnona-1,3,7-triene	0
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	Benzonitrile, 2-methyl-	1721
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	.alpha.-Campholenal	0
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	Decanal	86831
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	Caprolactam	0
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	Nonanoic acid	0
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	Indole	0
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	.alfa.-Copaene	0
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	Petasitene	0
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	trans-.alpha.-Bergamotene	0
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	Caryophyllene	3061
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	(1S,5S,6R)-6-Methyl-2-methylene-6-(4-methylpent-3-en-1-yl)bicyclo[3.1.1]heptane	5488
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	.alpha.-Farnesene	74867
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	3,5,9-Undecatrien-2-one, 6,10-dimethyl-	0
temp_expt_quant_CWu_1819_1.txt	A141DWarmAug10_08292018.qgd	trans-Geranylgeraniol	0
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	2-Hexenal, (E)-	0
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	Butanal, 3-methyl-, oxime	0
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	420172
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	.beta.-Myrcene	40156
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	trans-.beta.-Ocimene	10202
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	.beta.-Ocimene	861657
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	.gamma.-Terpinene	0
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	Benzoic acid, methyl ester	5273
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	Linalool	0
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	(E)-4,8-Dimethylnona-1,3,7-triene	8801
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	Benzonitrile, 2-methyl-	1214
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	.alpha.-Campholenal	0
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	Decanal	74753
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	Caprolactam	0
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	Nonanoic acid	0
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	Indole	226
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	.alfa.-Copaene	0
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	Petasitene	0
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	trans-.alpha.-Bergamotene	0
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	Caryophyllene	0
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	(1S,5S,6R)-6-Methyl-2-methylene-6-(4-methylpent-3-en-1-yl)bicyclo[3.1.1]heptane	9459
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	.alpha.-Farnesene	79066
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	3,5,9-Undecatrien-2-one, 6,10-dimethyl-	6192
temp_expt_quant_CWu_1819_1.txt	A141NAug10_08302018.qgd	trans-Geranylgeraniol	0
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	2-Hexenal, (E)-	0
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	Butanal, 3-methyl-, oxime	0
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	5689
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	.beta.-Myrcene	24510
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	trans-.beta.-Ocimene	77955
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	.beta.-Ocimene	0
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	.gamma.-Terpinene	10479
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	Benzoic acid, methyl ester	4824
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	Linalool	0
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	(E)-4,8-Dimethylnona-1,3,7-triene	17163
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	Benzonitrile, 2-methyl-	2656
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	.alpha.-Campholenal	12813
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	Decanal	464394
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	Caprolactam	0
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	Nonanoic acid	0
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	Indole	0
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	.alfa.-Copaene	2592
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	Petasitene	0
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	trans-.alpha.-Bergamotene	0
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	Caryophyllene	1882
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	(1S,5S,6R)-6-Methyl-2-methylene-6-(4-methylpent-3-en-1-yl)bicyclo[3.1.1]heptane	0
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	.alpha.-Farnesene	123560
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	3,5,9-Undecatrien-2-one, 6,10-dimethyl-	0
temp_expt_quant_CWu_1819_1.txt	A141redoDWarmAug10_08292018.qgd	trans-Geranylgeraniol	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	2-Hexenal, (E)-	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	Butanal, 3-methyl-, oxime	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	3001
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	.beta.-Myrcene	8598
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	trans-.beta.-Ocimene	32878
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	.beta.-Ocimene	39606
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	.gamma.-Terpinene	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	Benzoic acid, methyl ester	5752
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	Linalool	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	(E)-4,8-Dimethylnona-1,3,7-triene	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	Benzonitrile, 2-methyl-	4016
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	.alpha.-Campholenal	10609
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	Decanal	137819
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	Caprolactam	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	Nonanoic acid	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	Indole	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	.alfa.-Copaene	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	Petasitene	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	trans-.alpha.-Bergamotene	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	Caryophyllene	4233
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	(1S,5S,6R)-6-Methyl-2-methylene-6-(4-methylpent-3-en-1-yl)bicyclo[3.1.1]heptane	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	.alpha.-Farnesene	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	3,5,9-Undecatrien-2-one, 6,10-dimethyl-	0
temp_expt_quant_CWu_1819_1.txt	A150DAug16_09012018.qgd	trans-Geranylgeraniol	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	2-Hexenal, (E)-	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	Butanal, 3-methyl-, oxime	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	822
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	.beta.-Myrcene	5627
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	trans-.beta.-Ocimene	11203
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	.beta.-Ocimene	66951
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	.gamma.-Terpinene	86
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	Benzoic acid, methyl ester	1811
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	Linalool	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	(E)-4,8-Dimethylnona-1,3,7-triene	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	Benzonitrile, 2-methyl-	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	.alpha.-Campholenal	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	Decanal	83650
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	Caprolactam	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	Nonanoic acid	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	Indole	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	.alfa.-Copaene	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	Petasitene	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	trans-.alpha.-Bergamotene	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	Caryophyllene	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	(1S,5S,6R)-6-Methyl-2-methylene-6-(4-methylpent-3-en-1-yl)bicyclo[3.1.1]heptane	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	.alpha.-Farnesene	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	3,5,9-Undecatrien-2-one, 6,10-dimethyl-	0
temp_expt_quant_CWu_1819_1.txt	A150NAug15_09012018.qgd	trans-Geranylgeraniol	1839
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	2-Hexenal, (E)-	1403
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	Butanal, 3-methyl-, oxime	0
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	2445
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	.beta.-Myrcene	0
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	trans-.beta.-Ocimene	34545
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	.beta.-Ocimene	33247
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	.gamma.-Terpinene	3641
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	Benzoic acid, methyl ester	3755
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	Linalool	0
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	(E)-4,8-Dimethylnona-1,3,7-triene	4043
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	Benzonitrile, 2-methyl-	1646
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	.alpha.-Campholenal	0
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	Decanal	145661
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	Caprolactam	150410
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	Nonanoic acid	0
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	Indole	0
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	.alfa.-Copaene	1217
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	Petasitene	0
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	trans-.alpha.-Bergamotene	0
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	Caryophyllene	0
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	(1S,5S,6R)-6-Methyl-2-methylene-6-(4-methylpent-3-en-1-yl)bicyclo[3.1.1]heptane	0
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	.alpha.-Farnesene	7700
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	3,5,9-Undecatrien-2-one, 6,10-dimethyl-	0
temp_expt_quant_CWu_1819_1.txt	A179DAug15_09012018.qgd	trans-Geranylgeraniol	0
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	2-Hexenal, (E)-	0
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	Butanal, 3-methyl-, oxime	0
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene	2231
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	.beta.-Myrcene	12894
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	trans-.beta.-Ocimene	45182
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	.beta.-Ocimene	19853
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	.gamma.-Terpinene	0
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	Benzoic acid, methyl ester	6191
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	Linalool	0
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	(E)-4,8-Dimethylnona-1,3,7-triene	6845
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	Benzonitrile, 2-methyl-	5735
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	.alpha.-Campholenal	4606
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	Decanal	196060
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	Caprolactam	0
temp_expt_quant_CWu_1819_1.txt	A179DCoolAug10_08292018.qgd	Nonanoic acid	0
