"Plot Title: testing fish tank"
"#","Date Time, GMT-06:00","Intensity, Lux (LGR S/N: 21068391, SEN S/N: 21068391)","Max: Daily Temperature, °C (LGR S/N: 21068391)","Min: Daily Temperature, °C (LGR S/N: 21068391)","Avg: Hourly Temperature, °C (LGR S/N: 21068391)","Coupler Detached (LGR S/N: 21068391)","Coupler Attached (LGR S/N: 21068391)","Host Connected (LGR S/N: 21068391)","Stopped (LGR S/N: 21068391)","End Of File (LGR S/N: 21068391)"
333,07/03/21 06:00:00 AM,,,,1.655,,,,,
334,07/03/21 06:11:03 AM,75.3,,,,,,,,
335,07/03/21 06:41:03 AM,118.4,,,,,,,,
336,07/03/21 07:00:00 AM,,,,7.648,,,,,
337,07/03/21 07:11:03 AM,1377.8,,,,,,,,
338,07/03/21 07:41:03 AM,1980.6,,,,,,,,
339,07/03/21 08:00:00 AM,,,,16.662,,,,,
340,07/03/21 08:11:03 AM,2583.4,,,,,,,,
341,07/03/21 08:41:03 AM,3100.0,,,,,,,,
342,07/03/21 09:00:00 AM,,,,17.756,,,,,
343,07/03/21 09:11:03 AM,1377.8,,,,,,,,
344,07/03/21 09:41:03 AM,1894.5,,,,,,,,
345,07/03/21 10:00:00 AM,,,,27.718,,,,,
346,07/03/21 10:11:03 AM,5511.1,,,,,,,,
347,07/03/21 10:41:03 AM,4305.6,,,,,,,,
348,07/03/21 11:00:00 AM,,,,26.831,,,,,
349,07/03/21 11:11:03 AM,3616.7,,,,,,,,
350,07/03/21 11:41:03 AM,20666.8,,,,,,,,
351,07/03/21 12:00:00 PM,,,,25.184,,,,,
352,07/03/21 12:11:03 PM,4133.4,,,,,,,,
353,07/03/21 12:41:03 PM,2238.9,,,,,,,,
354,07/03/21 01:00:00 PM,,,,24.594,,,,,
355,07/03/21 01:11:03 PM,5338.9,,,,,,,,
356,07/03/21 01:41:03 PM,2497.2,,,,,,,,
357,07/03/21 02:00:00 PM,,,,28.945,,,,,
358,07/03/21 02:11:03 PM,12400.1,,,,,,,,
359,07/03/21 02:41:03 PM,2066.7,,,,,,,,
360,07/03/21 03:00:00 PM,,,,32.627,,,,,
361,07/03/21 03:11:03 PM,8611.2,,,,,,,,
362,07/03/21 03:41:03 PM,3616.7,,,,,,,,
363,07/03/21 04:00:00 PM,,,,33.599,,,,,
364,07/03/21 04:11:03 PM,11711.2,,,,,,,,
365,07/03/21 04:41:03 PM,9300.1,,,,,,,,
366,07/03/21 05:00:00 PM,,,,23.698,,,,,
367,07/03/21 05:11:03 PM,785.8,,,,,,,,
368,07/03/21 05:41:03 PM,731.9,,,,,,,,
369,07/03/21 06:00:00 PM,,,,17.902,,,,,
370,07/03/21 06:11:03 PM,473.6,,,,,,,,
371,07/03/21 06:41:03 PM,279.9,,,,,,,,
372,07/03/21 07:00:00 PM,,,,13.748,,,,,
373,07/03/21 07:11:03 PM,301.4,,,,,,,,
374,07/03/21 07:41:03 PM,129.2,,,,,,,,
375,07/03/21 08:00:00 PM,,,,9.912,,,,,
376,07/03/21 08:11:03 PM,75.3,,,,,,,,
377,07/03/21 08:41:03 PM,10.8,,,,,,,,
378,07/03/21 09:00:00 PM,,,,7.077,,,,,
379,07/03/21 09:11:03 PM,0.0,,,,,,,,
380,07/03/21 09:41:03 PM,0.0,,,,,,,,
381,07/03/21 10:00:00 PM,,,,5.910,,,,,
382,07/03/21 10:11:03 PM,0.0,,,,,,,,
383,07/03/21 10:41:03 PM,0.0,,,,,,,,
384,07/03/21 11:00:00 PM,,,,4.362,,,,,
385,07/03/21 11:11:03 PM,0.0,,,,,,,,
386,07/03/21 11:41:03 PM,0.0,,,,,,,,
387,07/04/21 12:00:00 AM,,45.201,0.453,3.154,,,,,
388,07/04/21 12:11:03 AM,0.0,,,,,,,,
389,07/04/21 12:41:03 AM,0.0,,,,,,,,
390,07/04/21 01:00:00 AM,,,,2.676,,,,,
391,07/04/21 01:11:03 AM,0.0,,,,,,,,
392,07/04/21 01:41:03 AM,0.0,,,,,,,,
393,07/04/21 02:00:00 AM,,,,2.463,,,,,
394,07/04/21 02:11:03 AM,0.0,,,,,,,,
395,07/04/21 02:41:03 AM,0.0,,,,,,,,
396,07/04/21 03:00:00 AM,,,,1.602,,,,,
397,07/04/21 03:11:03 AM,0.0,,,,,,,,
398,07/04/21 03:41:03 AM,0.0,,,,,,,,
399,07/04/21 04:00:00 AM,,,,1.330,,,,,
400,07/04/21 04:11:03 AM,0.0,,,,,,,,
401,07/04/21 04:41:03 AM,0.0,,,,,,,,
402,07/04/21 05:00:00 AM,,,,0.618,,,,,
403,07/04/21 05:11:03 AM,0.0,,,,,,,,
404,07/04/21 05:41:03 AM,10.8,,,,,,,,
405,07/04/21 06:00:00 AM,,,,1.329,,,,,
406,07/04/21 06:11:03 AM,75.3,,,,,,,,
407,07/04/21 06:41:03 AM,129.2,,,,,,,,
408,07/04/21 07:00:00 AM,,,,7.187,,,,,
409,07/04/21 07:11:03 AM,1377.8,,,,,,,,
410,07/04/21 07:41:03 AM,2066.7,,,,,,,,
411,07/04/21 08:00:00 AM,,,,16.947,,,,,
412,07/04/21 08:11:03 AM,2583.4,,,,,,,,
413,07/04/21 08:41:03 AM,3272.2,,,,,,,,
414,07/04/21 09:00:00 AM,,,,24.500,,,,,
415,07/04/21 09:11:03 AM,3788.9,,,,,,,,
416,07/04/21 09:41:03 AM,3100.0,,,,,,,,
417,07/04/21 10:00:00 AM,,,,26.334,,,,,
418,07/04/21 10:11:03 AM,7233.4,,,,,,,,
419,07/04/21 10:41:03 AM,11711.2,,,,,,,,
420,07/04/21 11:00:00 AM,,,,34.347,,,,,
421,07/04/21 11:11:03 AM,2066.7,,,,,,,,
422,07/04/21 11:41:03 AM,3444.5,,,,,,,,
423,07/04/21 12:00:00 PM,,,,41.239,,,,,
424,07/04/21 12:11:03 PM,20666.8,,,,,,,,
425,07/04/21 12:41:03 PM,24800.2,,,,,,,,
426,07/04/21 01:00:00 PM,,,,42.693,,,,,
427,07/04/21 01:11:03 PM,3444.5,,,,,,,,
428,07/04/21 01:41:03 PM,6200.0,,,,,,,,
429,07/04/21 02:00:00 PM,,,,33.183,,,,,
430,07/04/21 02:11:03 PM,1808.3,,,,,,,,
431,07/04/21 02:41:03 PM,11022.3,,,,,,,,
432,07/04/21 03:00:00 PM,,,,34.327,,,,,
433,07/04/21 03:11:03 PM,10677.8,,,,,,,,
434,07/04/21 03:41:03 PM,1463.9,,,,,,,,
435,07/04/21 04:00:00 PM,,,,37.724,,,,,
436,07/04/21 04:11:03 PM,1033.3,,,,,,,,
437,07/04/21 04:41:03 PM,8611.2,,,,,,,,
438,07/04/21 05:00:00 PM,,,,23.925,,,,,
439,07/04/21 05:11:03 PM,1001.0,,,,,,,,
440,07/04/21 05:41:03 PM,1087.2,,,,,,,,
441,07/04/21 06:00:00 PM,,,,19.853,,,,,
442,07/04/21 06:11:03 PM,731.9,,,,,,,,
443,07/04/21 06:41:03 PM,430.6,,,,,,,,
444,07/04/21 07:00:00 PM,,,,17.426,,,,,
445,07/04/21 07:11:03 PM,430.6,,,,,,,,
446,07/04/21 07:41:03 PM,193.8,,,,,,,,
447,07/04/21 08:00:00 PM,,,,13.459,,,,,
448,07/04/21 08:11:03 PM,107.6,,,,,,,,
449,07/04/21 08:41:03 PM,10.8,,,,,,,,
450,07/04/21 09:00:00 PM,,,,11.236,,,,,
451,07/04/21 09:11:03 PM,0.0,,,,,,,,
452,07/04/21 09:41:03 PM,0.0,,,,,,,,
453,07/04/21 10:00:00 PM,,,,8.878,,,,,
454,07/04/21 10:11:03 PM,0.0,,,,,,,,
455,07/04/21 10:41:03 PM,0.0,,,,,,,,
456,07/04/21 11:00:00 PM,,,,7.781,,,,,
457,07/04/21 11:11:03 PM,0.0,,,,,,,,
458,07/04/21 11:41:03 PM,0.0,,,,,,,,
459,07/05/21 12:00:00 AM,,32.911,1.980,6.572,,,,,
460,07/05/21 12:11:03 AM,0.0,,,,,,,,
